----------------------------------------------------- 修改了损失函数和训练参数 -------------------------------------------------------------------
----------------------------------------------------- MLP + 2头 + 20% ---------------------------------------------------------------------------
Experiment 1 ---------- delete 20% 
Search Stage:
Epoch 00055 | Loss: 1.468 | train acc: 0.929 | val acc: 0.660 (best 0.000) | test acc: 0.706 (best 0.000) | Time(s) 0.1160
Epoch 00060 | Loss: 1.394 | train acc: 0.929 | val acc: 0.664 (best 0.000) | test acc: 0.719 (best 0.000) | Time(s) 0.1159
Epoch 00065 | Loss: 1.318 | train acc: 0.929 | val acc: 0.666 (best 0.000) | test acc: 0.721 (best 0.000) | Time(s) 0.1156
Epoch 00070 | Loss: 1.240 | train acc: 0.929 | val acc: 0.666 (best 0.000) | test acc: 0.721 (best 0.000) | Time(s) 0.1154
Epoch 00075 | Loss: 1.161 | train acc: 0.936 | val acc: 0.668 (best 0.000) | test acc: 0.723 (best 0.000) | Time(s) 0.1153
Epoch 00080 | Loss: 1.082 | train acc: 0.943 | val acc: 0.668 (best 0.000) | test acc: 0.723 (best 0.000) | Time(s) 0.1152
Epoch 00085 | Loss: 1.004 | train acc: 0.943 | val acc: 0.664 (best 0.000) | test acc: 0.722 (best 0.000) | Time(s) 0.1151
Epoch 00090 | Loss: 0.928 | train acc: 0.950 | val acc: 0.670 (best 0.000) | test acc: 0.720 (best 0.000) | Time(s) 0.1156
Epoch 00095 | Loss: 0.855 | train acc: 0.950 | val acc: 0.668 (best 0.000) | test acc: 0.715 (best 0.000) | Time(s) 0.1155
Epoch 00100 | Loss: 0.786 | train acc: 0.957 | val acc: 0.656 (best 0.000) | test acc: 0.709 (best 0.000) | Time(s) 0.1154
Epoch 00105 | Loss: 0.724 | train acc: 0.957 | val acc: 0.656 (best 0.000) | test acc: 0.703 (best 0.000) | Time(s) 0.1152
Epoch 00110 | Loss: 0.670 | train acc: 0.957 | val acc: 0.658 (best 0.000) | test acc: 0.700 (best 0.000) | Time(s) 0.1151
Epoch 00115 | Loss: 0.621 | train acc: 0.957 | val acc: 0.648 (best 0.000) | test acc: 0.699 (best 0.000) | Time(s) 0.1150
Epoch 00120 | Loss: 0.579 | train acc: 0.957 | val acc: 0.646 (best 0.000) | test acc: 0.701 (best 0.000) | Time(s) 0.1149
Epoch 00125 | Loss: 0.543 | train acc: 0.957 | val acc: 0.640 (best 0.000) | test acc: 0.707 (best 0.000) | Time(s) 0.1148
Epoch 00130 | Loss: 0.511 | train acc: 0.957 | val acc: 0.640 (best 0.000) | test acc: 0.705 (best 0.000) | Time(s) 0.1148
Epoch 00135 | Loss: 0.485 | train acc: 0.957 | val acc: 0.638 (best 0.000) | test acc: 0.701 (best 0.000) | Time(s) 0.1147
Epoch 00140 | Loss: 0.462 | train acc: 0.957 | val acc: 0.638 (best 0.000) | test acc: 0.697 (best 0.000) | Time(s) 0.1146
Epoch 00145 | Loss: 0.442 | train acc: 0.957 | val acc: 0.634 (best 0.000) | test acc: 0.694 (best 0.000) | Time(s) 0.1146
Epoch 00150 | Loss: 0.425 | train acc: 0.957 | val acc: 0.634 (best 0.000) | test acc: 0.692 (best 0.000) | Time(s) 0.1145
Epoch 00155 | Loss: 0.409 | train acc: 0.957 | val acc: 0.626 (best 0.000) | test acc: 0.687 (best 0.000) | Time(s) 0.1144
Epoch 00160 | Loss: 0.395 | train acc: 0.957 | val acc: 0.628 (best 0.000) | test acc: 0.684 (best 0.000) | Time(s) 0.1144
Epoch 00165 | Loss: 0.382 | train acc: 0.957 | val acc: 0.622 (best 0.000) | test acc: 0.683 (best 0.000) | Time(s) 0.1144
Epoch 00170 | Loss: 0.371 | train acc: 0.957 | val acc: 0.620 (best 0.000) | test acc: 0.681 (best 0.000) | Time(s) 0.1144
Epoch 00175 | Loss: 0.361 | train acc: 0.957 | val acc: 0.620 (best 0.000) | test acc: 0.682 (best 0.000) | Time(s) 0.1144
Epoch 00180 | Loss: 0.352 | train acc: 0.957 | val acc: 0.618 (best 0.000) | test acc: 0.681 (best 0.000) | Time(s) 0.1143
Epoch 00185 | Loss: 0.343 | train acc: 0.957 | val acc: 0.618 (best 0.000) | test acc: 0.679 (best 0.000) | Time(s) 0.1143
Epoch 00190 | Loss: 0.336 | train acc: 0.957 | val acc: 0.618 (best 0.000) | test acc: 0.679 (best 0.000) | Time(s) 0.1142
Epoch 00195 | Loss: 0.329 | train acc: 0.964 | val acc: 0.618 (best 0.000) | test acc: 0.678 (best 0.000) | Time(s) 0.1142

----------------------------------------------------- MLP + 2头 + 5% ---------------------------------------------------------------------------
Experiment 1 ---------- delete 5%
Search Stage:
Epoch 00000 | Loss: 1.946 | train acc: 0.050 | val acc: 0.104 (best 0.000) | test acc: 0.130 (best 0.000) | Time(s) 0.2064
Epoch 00005 | Loss: 1.928 | train acc: 0.171 | val acc: 0.340 (best 0.000) | test acc: 0.348 (best 0.000) | Time(s) 0.1885
